AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
1,1,1,1,5,0,5,0,7,1,6,2,3,0,3,4,1,3,1,1,1,0.0,1,1,1,1
1,1,1,1,6,0,6,0,14,0,14,5,5,0,6,9,5,4,2,2,2,0.0,3,3,3,2
1,1,1,1,9,0,9,0,33,4,29,11,15,0,19,23,8,15,1,1,1,0.0,3,3,3,3
1,1,1,1,5,0,5,0,9,2,7,2,3,0,3,4,1,3,1,1,1,0.0,1,1,1,1
2,2,2,1,11,0,10,0,270,23,176,55,85,72,98,136,52,84,7,7,7,0.41,32,32,36,15
3,3,4,2,11,0,11,0,77,7,69,16,38,1,36,51,14,37,9,9,9,0.01,14,14,16,11
1,1,1,1,5,0,5,0,6,0,6,2,2,0,3,5,3,2,1,1,1,0.0,1,1,1,1
2,2,2,1,9,0,9,0,44,4,38,5,25,2,24,31,7,24,3,3,3,0.05,8,8,8,4
1,1,1,1,3,0,3,0,10,0,10,5,2,0,4,6,4,2,1,1,1,0.0,2,2,2,2
1,1,1,1,4,0,4,0,47,13,34,11,13,0,14,23,10,13,3,3,5,0.0,9,9,12,9
1,1,1,1,3,0,3,0,28,6,22,8,8,0,10,13,5,8,1,1,1,0.0,5,5,5,5
1,1,1,1,3,0,3,0,28,7,21,8,7,0,9,13,6,7,1,1,1,0.0,5,5,5,5
1,1,1,1,11,1,10,0,46,8,37,20,13,1,18,22,11,11,2,2,2,0.03,3,3,3,2
3,3,3,1,13,1,11,0,62,10,49,13,22,4,27,37,15,22,5,5,6,0.08,13,13,15,7
4,4,6,4,15,0,15,0,58,4,48,13,22,6,23,35,14,21,6,6,12,0.13,13,13,20,13
1,1,1,1,3,0,3,0,38,9,29,13,8,0,13,20,12,8,1,1,1,0.0,7,7,7,7
1,1,1,1,5,0,4,0,60,14,44,23,13,4,27,35,22,13,2,2,2,0.09,8,8,8,7
3,3,3,1,17,3,14,0,47,11,35,13,15,6,18,23,10,13,4,4,4,0.17,6,6,6,2
1,1,1,1,3,0,3,0,54,9,29,10,11,18,13,19,8,11,2,2,2,0.62,6,6,6,5
2,2,2,1,11,1,10,0,118,18,93,45,31,9,51,63,33,30,5,5,8,0.1,16,16,20,8
5,5,5,5,23,4,19,0,251,35,208,145,39,8,42,61,23,38,17,17,17,0.04,23,23,23,22
2,2,3,2,7,0,7,0,18,2,16,7,5,0,7,11,6,5,3,3,5,0.0,4,4,6,4
4,3,4,1,21,1,19,1,211,24,175,63,83,19,96,125,48,77,13,12,15,0.11,26,23,28,6
7,7,7,4,37,2,32,2,461,41,383,114,198,39,220,287,108,179,29,29,29,0.1,77,77,85,44
1,1,1,1,7,0,7,0,11,2,9,2,5,0,5,6,1,5,1,1,1,0.0,1,1,1,1
1,1,1,1,23,0,21,1,269,11,237,164,56,23,71,85,33,52,2,2,2,0.1,12,12,12,11
2,2,4,2,7,0,7,0,39,4,24,7,10,11,9,16,6,10,4,4,6,0.46,7,7,12,6
6,6,6,4,32,4,25,3,282,40,181,45,94,61,98,133,50,83,28,28,33,0.34,42,42,47,32
2,2,2,1,10,0,9,0,65,10,49,17,20,6,28,36,17,19,4,4,5,0.12,11,11,14,5
